,custcode,custname1,custareacode,fincustgrp,custaddress,currency
1306,CU1M01287,Mc KINNON INDIA PVT LTD,51,1,"Mc KINNON INDIA PVT LTD  25,METTUPALAYAM ROAD NARASIMHANAICKEN PALAYAM COIMBATORE ",IND
1307,CU1P00488,PALMAR MILLS PRIVATE LIMITED,52,1,PALMAR MILLS PRIVATE LIMITED  95 TIRUCHENGODE ROAD PALLIPALAYAM ERODE ,IND
1308,CU1N00545,NATARAJ A R,45,1,"NATARAJ A R  NO 11,MUTHUMARIAMMAN KOIL ST SEDARAPET PONDICHEERY ",IND
1309,CU1R00023,RADIADBEN KESHAVLAL BALARA,33,1,"RADIADBEN KESHAVLAL BALARA  NATARAJ, KUWADWA ROAD NEAR JUNA JAGATNAKA,PEDAK RAOD RAJKOT ",IND
1310,CU1P00636,P E S POLYTECHNIC,43,1,P E S POLYTECHNIC  50 FT ROAD BANASHANKARI  IST STAGE BANGALORE ,IND
1311,CU1P00433,PRINCE MARKETING,31,1,PRINCE MARKETING    MUMBAI ,IND
1312,CU1R00116,RAVIKUMAR M,51,1,"RAVIKUMAR M  EMP.CODE 18471,ASSEMBLY DEPT. ELGI EQUIPMENTS LIMITED COIMBATORE ",IND
1313,CU1R00980,RENAISSANCE CREATIONS,51,1,"RENAISSANCE CREATIONS  NO -1,THENNAMPALAYAM  TIRUPUR ",IND
1314,CU1R00120,RAVINDRA SPINNERS LIMITED,11,1,RAVINDRA SPINNERS LIMITED  VILLAGE & P.O.KABRI  PANIPET ,IND
1315,CU1R00816,RAMACHANDRA DRILLERS,42,1,RAMACHANDRA DRILLERS REP MR RAMANA REDDY GV A-R-BUILDING SUBASH NAGAR HYDERABAD ,IND
1316,CU1R00507,RANI PLASTIC PIPES INDUSTRIES,42,1,RANI PLASTIC PIPES INDUSTRIES  B-15 INDUSTRIAL ESTATE NANDYAL KURNOOL ,IND
1317,CU1R00757,RADHAKRISHNA ROA TV,42,1,RADHAKRISHNA ROA TV S/O SRINIVASA ROA V C-11-LAXMIPURAM OPP.AS RAO NAGAR HYDERABAD-62 ,IND
1318,CU1S00063,SELLAMUTHU  K,54,1,"SELLAMUTHU  K S/O. MR. KUPPUSAMY PANNIKUTTHIPALAYAM (PO) NEDUNKADU, THOTTIPALAYAM TRICHENGODE ",IND
1319,CU1S01114,S P SALES AND SERVICE,41,1,"S P SALES AND SERVICE  AB 101, 6 TH MAIN ROAD SHANTHI COLONY, ANNA NAGAR CHENNAI ",IND
1320,CU1S00964,SHEO SHAKTI CEMENT INDUSTRIES,21,1,SHEO SHAKTI CEMENT INDUSTRIES  DEMOTAND P O MORANGI HAZARIBAGH ,IND
1321,CU1S00908,SINTEX INDUSTRIES LIMITED,33,1,SINTEX INDUSTRIES LIMITED  PLASTIC DIVISION PLASTIC DIVISION KALOL(N.GUJARAT) ,IND
1322,CU1S01230,SUPER CARS,43,1,SUPER CARS    BANGALORE ,IND
1323,CU1S01699,SHELL TEC,34,1,"SHELL TEC  49 G SECTOR, INDUSTRIAL AREA GOVINDPURA BHOPAL ",IND
1324,CU1D00679,DELTA FOODS PVT LTD,11,1,"DELTA FOODS PVT LTD  B-10,BULANDSHAHR ROAD INDUSTRIAL AREA GHAZIABAD(UP) ",IND
1325,CU1C00789,CHANDRA MOTORS,12,1,CHANDRA MOTORS  OPP THALAL PETROL PUMP CHAVASRAM ROAD UDAIPUR ,IND
1326,CU1E00073,EL POWER ENGINEERING PRIVATE LIMITE,51,1,EL POWER ENGINEERING PRIVATE LIMITE D 671 TRICHY ROAD SINGANALLUR COIMBATORE ,IND
1327,CU1E00074,ELTECH,32,1,ELTECH  .  PUNE ,IND
1328,CU1E00076,EMBEE CORPORATION,33,1,EMBEE CORPORATION  37A MAIN ROAD UDHNA SURAT ,IND
1329,CU1E00077,EMDEE TYRE AND RETREADS,11,1,"EMDEE TYRE AND RETREADS  SHED NO.6 RASRA INDL. ESTATE, PO RASRA BALIA ",IND
1330,CU1E00078,EMDI EUROPE,642,3,EMDI EUROPE  ZONE INDUSTRIALLE Z.A.R.C L-4384 EHLERANGE LUXUMBOURG ,EUR
1331,CU1E00080,EMINENT PLASTICS PRIVATE LIMITED,21,1,EMINENT PLASTICS PRIVATE LIMITED    CALCUTTA ,IND
1332,CU1D00193,DEPAL FABRICS,31,1,DEPAL FABRICS    MUMBAI ,IND
1333,CU1E00102,ESSKAY STEELS,51,1,"ESSKAY STEELS  10/2A, MARIAPPA KONAR STREET, KATTOOR, COIMBATORE ",IND
1334,CU1E00103,ESSTEX ENGINEERING AND TRADING COMP,31,1,"ESSTEX ENGINEERING AND TRADING COMP ANY PRIVATE LIMITED SAI VIHAR ROAD,SAKINAKA H1/136 ANSA INDL. ESTATE, ANDHERI (E) MUMBAI ",IND
1335,CU1E00104,EUREKA ENTERPRISES,34,1,EUREKA ENTERPRISES  GURUDWARA ROAD  VIDISHA ,IND
1336,CU1E00106,EVEREADY SPINNING MILLS LIMITED,54,1,EVEREADY SPINNING MILLS LIMITED  KOTTAIYUR THADICOMBU DINDIGUL ,IND
1337,CU1E00107,EVERGREEN DRUMS & CANS PRIVATE LIMI,21,1,"EVERGREEN DRUMS & CANS PRIVATE LIMI TED UNIT-II 6/1 KUMARPARA ROAD, LILUAH HOWRAH ",IND
1338,CU1E00108,EXCEL BEARINGS PRIVATE LIMITED,33,1,EXCEL BEARINGS PRIVATE LIMITED  5 GIDC MAKARPURA BARODA ,IND
1339,CU1E00109,EXCEL SANIWARES MARKET JUN, ,1,EXCEL SANIWARES MARKET JUN     ,IND
1340,CU1E00110,EXCEL TYRE AND RUBBER TRADING CO,31,1,"EXCEL TYRE AND RUBBER TRADING CO  7, GIRI APARTMENTS, JB NAGAR, MUMBAI ",IND
1341,CU1D00178,DCW LIMITED,52,1,DCW LIMITED  SAHUPURAM  THOOTHUKUDI ,IND
1342,CU1E00153,EMIRATES STEEL PIPE INDUSTRIES LTD,672,3,EMIRATES STEEL PIPE INDUSTRIES LTD  54/R/1 JUBEL ALI FREE ZONE P O BOX 16933 DUBAI ,DHI
1343,CU1E00155,EMAMI PAPER MILLS LIMITED,21,1,EMAMI PAPER MILLS LIMITED  8 BENTICK STREET 10 TH FLOOR CALCUTTA ,IND
1344,CU1E00156,ECKO CABLES PRIVATE LIMITED,11,1,"ECKO CABLES PRIVATE LIMITED  C-113, PHASE - VII INDUSTRIAL AREA, SAS NAGAR MOHALI PUNJAB",IND
1345,CU1E00158,EXPORT LINES,41,1,"EXPORT LINES  NO.10 MUTHUMARI STREET II ND FLOOR, MANNADY CHENNAI ",IND
1346,CU1E00159,EASWARAN INDUSTRIES,51,1,"EASWARAN INDUSTRIES  NO.28A SOUTH STREET NO.7 KRISHNARAYAPURAM, GANAPATHY COIMBATORE ",IND
1347,CU1E00161,EICHER TRACTORS,34,1,"EICHER TRACTORS (A UNIT OF EICHER LIMITED) PLOT NO.1, SECTOR - D INDUSTRIAL AREA MANDIDEEP ",IND
1348,CU1D00680,DHANALAXMI RIG SERVICE,45,1,DHANALAXMI RIG SERVICE     PONDICHEERY,IND
1349,CU1D00216,DEVI KARUNAMBIGAI TEXTILES MILLS,51,1,DEVI KARUNAMBIGAI TEXTILES MILLS LIMITED UTHUPALAYAM ROAD ARASUR COIMBATORE ,IND
1350,CU1D00217,D S P KNITTINGS,51,1,"D S P KNITTINGS  16,LAKSHMI NAGAR  TIRUPUR ",IND
1351,CU1D00353,DHARAMPAL SATYAPAL LIMITED,11,1,DHARAMPAL SATYAPAL LIMITED SHED NO:OS/2/R/16 INDUSTRIAL ESTATE BAMUNIMAIDAN GUWAHATI ASSAM,IND
1352,CU1D00354,DELTA SYSTEMS,53,1,"DELTA SYSTEMS KALARIPPALAM NR.ST.MARY'S JACOBITE CHURCH KURUPPAMPADY(VIA),RAYAMANGALAM ERNAKULAM KERALA",IND
1353,CU1D00355,DELTA CORPORATION,33,1,DELTA CORPORATION  C1/10 GIDC INDUSTRIAL ESTATE 1ST PHASE VAPI GUJARAT,IND
1354,CU1D00356,DENSION HYDRAULICS INDIA LIMITED,42,1,DENSION HYDRAULICS INDIA LIMITED  PATANCHERU  MEDAK ,IND
1355,CU1E00082,EMPIRE PLASTICS,31,1,"EMPIRE PLASTICS  19/A MIRA CO-OP INDL ESTATE WESTERN EXPRESS HIGHWAY, MIRA THANE ",IND
1356,CU1D00383,DECCAN BOREWELLS,42,1,DECCAN BOREWELLS  9-4-77/3/11A/687 HABEEB COMPLEX TOWLI CHOWKI HYDERABAD,IND
1357,CU1D00384,DKTE & ENGG.INSTITUTE,32,1,"DKTE & ENGG.INSTITUTE  POST BOX NO 130,RAJWADA  ICHALKARANJI KOLHAPUR ( DT )",IND
1358,CU1D00703,DATTA ENGINEERING,32,1,"DATTA ENGINEERING  GALA NO 9,MARKET YARD SHOPPING CENTER COLLAGE ROAD,PANDHAPUR DIST SOLAPUR",IND
1359,CU1D00704,DAWN ENGINEERING INDIA PVT LTD,51,1,"DAWN ENGINEERING INDIA PVT LTD  142,RENGAMMAL THOTTAM SITRA,KALAPATTI ROAD COIMBATORE ",IND
1360,CU1D00705,DINESHBABU MODERN RICE MILL,41,1,"DINESHBABU MODERN RICE MILL  4/576,VANTHAVASHI ROAD ARANI TK THIRUVANAMALAI DIST ",IND
1361,CU1D00707,DHANALAKSHMI TUBEWELLS,45,1,"DHANALAKSHMI TUBEWELLS  NO 426,MURUGAN KOIL STREET KANUVAPET PONDICHERRY ",IND
1362,CU1D00708,DEMPO MARKETING CO PVT LTD,31,1,DEMPO MARKETING CO PVT LTD  DEMPO HOUSE CAMPAL PAMJI GOA ,IND
1363,CU1E00111,EXECUTIVE GARMENT PROCESSORS (P)LTD,43,1,"EXECUTIVE GARMENT PROCESSORS (P)LTD PLOT NO:F-20 MAROL MIDC AREA,CENTRAL ROAD OPP:SEEPZ COMPLEX,ANDHERI(E) MUMBAI ",IND
1364,CU1D00223,DRY HIFEN AIR P-15,21,2,DRY HIFEN AIR P-15    CALCUTTA ,IND
1365,CU1D00224,DABUR INDIA  LIMITED,21,1,DABUR INDIA  LIMITED    CALCUTTA ,IND
1366,CU1D00227,DEWARS  GARAGE LIMITED,21,1,DEWARS  GARAGE LIMITED   PROP:DELTA INTERNATIONAL LTD 4 COUNCIL HOUSE STREET KOLKATA - 700001,IND
1367,CU1D00228,DHANLAXMI FABRICS LIMITED,33,1,DHANLAXMI FABRICS LIMITED BHOPAR VILLAGE MANPADA ROAD DOMBIVALI EAST THANE ,IND
1368,CU1D00229,DEWAN SINGH & SONS,34,1,DEWAN SINGH & SONS  GANJ BASODA VIDISHA MADHYA PRADESH,IND
1369,CU1D00364,DOVETAIL FURNITURE PVT LTD,43,1,DOVETAIL FURNITURE PVT LTD  602 B KORAMANGALA VILLAGE  BANGALORE ,IND
1370,CU1C00582,COMBINE MINERALS,12,1,COMBINE MINERALS  MINES MORWAD  RAJSAMAND ,IND
1371,CU1C00583,CHOKKAPPAN  S,54,1,"CHOKKAPPAN  S S/O K SELLAPPAN 2/57 A IYYAGOUNDANPALAYAM ANDIPALAYAM POST,TRICHENGODE NAMAKKAL ",IND
1372,CU1C00584,CLASSIC AUTO SERVICE COMPANY,42,1,CLASSIC AUTO SERVICE COMPANY SHOP NO:748 SHANTI SHIKARA COMPLEX RAJBHAVAN ROAD HYDERABAD ,IND
1373,CU1E00229,EUROPRINT INDIA LIMITED,33,1,"EUROPRINT INDIA LIMITED  B-9,GIDC, ELECTRONICS ESTATE SECTOR-25 GANDHINAGAR GUJARAT",IND
1374,CU1E00376,EVEREST PAPER MILLS PVT LTD,613,3,"EVEREST PAPER MILLS PVT LTD  JANAKPURDHAM MAHENDRA NAGAR DIST DHANUSHA,KATHMANDU NEPAL",IND
1375,CU1E00378,EASWARAN M,45,1,EASWARAN M     PONDICHERRY,IND
1376,CU1H00066,HIMALAYA TUBEWELLS,34,1,HIMALAYA TUBEWELLS  C/O SHRI AVINASH KHARE DERA PAHARI CHATTARPUR ,IND
1377,CU1E00209,ERA CONSTRUCTIONS (INDIA) LIMITED,11,1,ERA CONSTRUCTIONS (INDIA) LIMITED  C/O CENTRAL RESEARCH INSTITUTE KASAULI SOLAN H P,IND
1378,CU1E00210,EXCEL PLASTICS,31,1,"EXCEL PLASTICS  360/13 GROUND FLOOR SHRI GANESH INDL.AREA,KACHIGAM DAMNA(U.T) ",IND
1379,CU1E00211,ERODE CONES,54,1,"ERODE CONES  17-C SATHY MAIN ROAD RAJIV NAGAR,PERIYA SEMUR POST ERODE ",IND
1380,CU1E00213,EMKAY ELETROMECH PVT LIMITED,11,1,"EMKAY ELETROMECH PVT LIMITED  B 171, NOIDA PHASE II GAUTAM BUDH NAGAR U P",IND
1381,CU1E00214,EVEREST TRADERS,11,1,EVEREST TRADERS  E-141 OKHLA INDUSTRIAL ESTATE  NEW DELHI ,IND
1382,CU1E00216,ETHICAL PHARMACETURAL CO PVT LTED,31,1,ETHICAL PHARMACETURAL CO PVT LTED    MUMBAI ,IND
1383,CU1E00217,ETA GENERAL PRIVATE LIMITED,41,1,"ETA GENERAL PRIVATE LIMITED  R S NOS:79,80 & 81 KALITHEERTHALKUPPAM,MANNADIPET PONDICHERRY ",IND
1384,CU1G00002,GODREJ HI-CARE LIMITED,41,1,GODREJ HI-CARE LIMITED KATTUKUPPAM PONDY CUDDALORE RAOD  PONDICHERRY ,IND
1385,CU1G00003,GOLD STAR MACHINERY & GENERAL CO,31,6,"GOLD STAR MACHINERY & GENERAL CO  P.O BOX NO 69 KARPE HOUSE, MARGAO GOA ",IND
1386,CU1G00004,GLOBAL HEALTH CARE PRODUCTS,31,1,"GLOBAL HEALTH CARE PRODUCTS  134,DAPADA SILVASSA - KHANVEL MAIN ROAD SILVASSA (U.T.) ",IND
1387,CU1E00231,EMPIRE JUTE MILLS PVT LIMITED,21,1,EMPIRE JUTE MILLS PVT LIMITED  21 A SHAKESPEARE SARANI  CALCUTTA ,IND
1388,CU1E00232,EVEREST MILK PROCESSING CENTRE PVT,21,3,"EVEREST MILK PROCESSING CENTRE PVT LIMITED SIRAHA, NATIONAL HIGHWAY LAHAN -3 NEPAL ",IND
1389,CU1E00233,EMBASSY OF INDIA,662,3,"EMBASSY OF INDIA  C/O ELGI EQUIPMENTS LIMITED INDIA TECH 2001,CARACAS VENEZUELA ",IND
1390,CU1E00234,ELPRO INTERNATIONAL LIMITED,32,1,ELPRO INTERNATIONAL LIMITED  CHINCHWADGAON  PUNE ,IND
1391,CU1E00235,EXOTIQUE EXPORTS,11,1,EXOTIQUE EXPORTS  Z-45 OKHLA INDUSTRIAL AREA PHASE II NEW DELHI ,IND
1392,CU1F00153,FABTECH ENGINEERS,11,1,"FABTECH ENGINEERS  J-504,BHUSARI MIDC PUNE-26 ",IND
1393,CU1F00154,FEROKE BOARDS LTD,53,1,FEROKE BOARDS LTD  KARAD CALICUT PO  CALICUT KERALA,IND
1394,CU1D00155,DAKSHAYANI SERVICE STATION,43,1,DAKSHAYANI SERVICE STATION    CHITRADURGA ,IND
1395,CU1D00156,DAKSHINA MUSICAL INDUSTRIES COMPANY,43,1,DAKSHINA MUSICAL INDUSTRIES COMPANY    BANGALORE ,IND
1396,CU1D00157,DAYANANDA DENTAL COLLEGE,43,1,DAYANANDA DENTAL COLLEGE    DAVANGERE ,IND
1397,CU1D00158,DEEPAK INSULATED CABLE CORPORATION,43,1,DEEPAK INSULATED CABLE CORPORATION LIMITED   MYSORE ,IND
1398,CU1D00159,DEEPAK SERVICE STATION,43,1,DEEPAK SERVICE STATION    SHIMOGA ,IND
1399,CU1D00160,DIGITAL EQUIPMENTS (INDIA) LIMITED,43,1,DIGITAL EQUIPMENTS (INDIA) LIMITED     ,IND
1400,CU1D00161,DIVYA SERVICE STATION,43,1,DIVYA SERVICE STATION    BANGALORE ,IND
1401,CU1D00162,DODDA ABDULLA,43,1,DODDA ABDULLA    BANGALORE ,IND
1402,CU1D00163,DOT C,43,1,DOT C    BANGALORE ,IND
1403,CU1G00130,GURU SERVICE STATION,31,1,"GURU SERVICE STATION  GURU TEG BAHADUR MARKET HINGOLI GATE ROAD, HYD. ROAD NANDED ",IND
1404,CU1G00131,GVG PAPER MILLS PVT LTD,52,1,"GVG PAPER MILLS PVT LTD UNIT-I NALLUR, PUSHPATHUR VILLAGE PALANI TK DINDIGUL ",IND
1405,CU1G00133,GOPAL SINGH & COMPANY,21,1,"GOPAL SINGH & COMPANY  65, NEW KASHIADIH EAST ROAD NO.2, SAKCHI JAMSHEDPUR ",IND
1406,CU1G00134,GMMCO LIMITED,43,1,"GMMCO LIMITED  618, 12TH MAIN HAL IIND STAGE BANGALORE ",IND
1407,CU1D00733,DHAKURIA SERVICE CENTRE,21,1,"DHAKURIA SERVICE CENTRE  41/B,GARIAHET ROAD (SOUTH)  KOLKATA ",IND
1408,CU1D00304,DIE CRAFTS,43,1,"DIE CRAFTS  341  N S PALYA, 9TH KM BANNERGHATTA ROAD BANGALORE ",IND
1409,CU1D00306,DIAMOND AGREGATES,53,1,DIAMOND AGREGATES  MANEED  PIRAVOM ,IND
1410,CU1D00307,DEAMOOLIE TEA ESTATE,21,1,DEAMOOLIE TEA ESTATE  A/C WARREN TEA LIMITED DOOM DOOMA POST TINSUKIA ,IND
1411,CU1D00308,DOM INDUSTRIES,622,3,"DOM INDUSTRIES NO:25,GROUNDFLOOR JALAM SS15/4 SUBANGJAYA 47500,PETALANGJAYA SELANGOR, DARUL EHSAN MALAYSIA ",USD
1412,CU1D00539,DHRUVDESH MOTORS PVT LTD,43,1,"DHRUVDESH MOTORS PVT LTD  1218,RAJMAHAL YILAS EXTN MEKHRIC CIRCLE BANGALORE ",IND
1413,CU1D00540,DHABRIYA AGGLOMERATES PVT LTD,12,1,DHABRIYA AGGLOMERATES PVT LTD B-9D(I)MALVIYA INDL.AREA JAIPUR-17  JAIPUR ,IND
1414,CU1D00541,DHANALAXMI,45,1,"DHANALAXMI JCR BOREWELLS NO 547,KAMARAJ SALAI SATYANAGAR PONDICHERRY-4 ",IND
1415,CU1D00740,D S PATEL,21,1,"D S PATEL  M S SAVALGI COMPLEX BANJARA CROSS,NEAR POLICE STN BIJAPUR ",IND
1416,CU1D00312,DECORA TUBES LIMITED,34,1,"DECORA TUBES LIMITED  PLOT NO:55/56 SECTOR 1, PITHAMPUR DHAR ",IND
1417,CU1D00313,DHRU AUTOMOBILES,32,1,"DHRU AUTOMOBILES  DIAMOND NAGAR,SURAT KAMREJ RD. AT POST:LASKANA, TAL:KAMREJ SURAT ",IND
1418,CU1D00316,DIVYA FIBRES LIMITED,11,1,DIVYA FIBRES LIMITED  VILLAGE CHHAZPURA DEHRADUN ROAD SAHARANPUR ,IND
1419,CU1D00317,DECCAN CROWNS & CONS PVT  LIMITED,42,1,"DECCAN CROWNS & CONS PVT  LIMITED  IST FLOOR, ABIDS ROAD  HYDERABAD ",IND
1420,CU1D00319,DESIGNER SUITS,43,1,"DESIGNER SUITS DIV. OF GOKULDAS INAGES LTD 7 & 12 TUMKUR ROAD INDUSTRIAL SUBURB, YESHWANTPUR BANGALORE ",IND
1421,CU1D00550,D D PHARMACETICALS PVT LTD,12,1,"D D PHARMACETICALS PVT LTD  G-1,583,RIICO INDL AREA SITAPURA TONK ROAD JAIPUR,RAJASTHAN",IND
1422,CU1D00514,DOZCO INDIA PVT LTD,21,1,DOZCO INDIA PVT LTD  NO 1 RAJHANS MAMSION BANK MORE DHANBAD ,IND
1423,CU1D00515,DHANVANTARI BOTANICALS PVT LTD,43,1,"DHANVANTARI BOTANICALS PVT LTD  NO 107,108,109,KIADB LAND MALUR INDUSTRIAL ESTATE MALUR 3RD PHASES,KOLAR DIST KARNATAKA",IND
1424,CU1D00516,DUMOX POLLY YARNS PVT LTD,31,1,"DUMOX POLLY YARNS PVT LTD  10/12,VITHOBA LANE VITHALWADI MUMBAI-2 ",IND
1425,CU1D00518,DEBUG COMPUTER,611,3,"DEBUG COMPUTER  NO 58,42 ND LANE  COLOMBO-06 SRILANKA",IND
1426,CU1D00519,DATTATREYA ENGINEERS,52,1,"DATTATREYA ENGINEERS  12-A,SIVAN KOIL STREET KUMARAN NAGAR TRICHY ",IND
1427,CU1D00520,D PALIT & CO,21,1,D PALIT & CO  RANCHI ROAD PURULIA POST PURULIA WEST BENGAL,IND
1428,CU1D00526,DGB ENTERPRISES,21,1,DGB ENTERPRISES  M D ROAD  J EZPUR ,IND
1429,CU1D00535,DEHRADUN PREMIER MOTRORS PVT LTD,11,1,"DEHRADUN PREMIER MOTRORS PVT LTD   HARIDWAR BY PASS ROAD AJABPUR KALAN DEHRADUN, UTTRANCHAL",IND
1430,CU1D00173,DELUX RETREADING COMPANY,41,1,DELUX RETREADING COMPANY    CUDDAPAH ,IND
1431,CU1D00174,DEVI EXPORT CORPORATION,41,1,DEVI EXPORT CORPORATION    CHENNAI ,IND
1432,CU1D00175,DURAMETALLIC SANMAR LIMITED,41,1,"DURAMETALLIC SANMAR LIMITED  147,KARAPAKKAM VILLAGE  CHENNAI ",IND
1433,CU1E00321,ENCON FURNACES P LTD,11,1,ENCON FURNACES P LTD  14/05 MATHURA ROAD FARIDABAD HARYANA FARIDABAD,IND
1434,CU1E00021,ETA CLIMA PRIVATE LIMITED,41,1,ETA CLIMA PRIVATE LIMITED KALITHEERTHALKUPPAM VILLAGE KUCHIPALAYAM ROAD MADAGADIPATTEU PONDICHERRY ,IND
1435,CU1D00133,DATTATREYA TEXTILES LIMITED,52,1,"DATTATREYA TEXTILES LIMITED  MARTHUR ROAD THERKUTHERU, MELUR TALUK MADURAI ",IND
1436,CU1D00134,DEVENDRA KUMAR H A,43,1,DEVENDRA KUMAR H A  17 III MAIN I CROSS RAMA MOHANA PURA BANGALORE ,IND
1437,CU1F00160,FRIENDS RIG SERVICE,45,1,FRIENDS RIG SERVICE  NO 11 MIDDLE STREET PILLAIYAR KUPPAM PONDICHERRY ,IND
1438,CU1D00114,DURAWARE PRIVATE LIMITED,42,1,"DURAWARE PRIVATE LIMITED  UDYAM, A-9, MIDC STATION ROAD AURANGABAD ",IND
1439,CU1D00116,DELUXE PLASTICS,31,1,"DELUXE PLASTICS  PLOT NO 47 & 48, G D D I D C DAMAN INDL.ESTATE,SOMNATH ROAD DABHEL, DAMAN ",IND
1440,CU1D00117,DELTA HEAVY MACHINERY,672,3,DELTA HEAVY MACHINERY  P O BOX 46006 ABUDHABI UNITED ARAB EMIRATE ,DHI
1441,CU1D00118,DELUXE FABRICS LIMITED,11,1,DELUXE FABRICS LIMITED  LUXMI STREET SHIVPURI LUDHIANA ,IND
1442,CU1D00119,DYNAMATIC TECHNOLOGIES LIMITED,41,1,"DYNACORP ENGINEERING PVT LTD   C/O. MANGALA AGRO INDUSTRIES, AT.POST.GHOTI,TAL.IGATPURI, DIST. NASHIK-422403",IND
1443,CU1D00275,DYNAMIC ELECTRONICS LIMITED,43,1,"DYNAMIC ELECTRONICS LIMITED  SR NO.54/2 & 55/2,BILEKAHALLI BEGUR HOBLI,NS PALAYA, B. ROAD BANGALORE ",IND
1444,CU1D00277,DYNAMICS CORPORATION,31,1,DYNAMICS CORPORATION  996 MAIN ROAD  NASHIK ,IND
1445,CU1D00389,D D MOTORS,11,1,D D MOTORS  19-22 PATEL NAGAR INDUSTRIAL AREA DEHRADUN ,IND
1446,CU1D00122,DYNAMIC INDUSTRIES,11,1,DYNAMIC INDUSTRIES  35 MARUTI INDUSTRIAL COMPLEX SECTOR 18 GURGAON HARYANA,IND
1447,CU1D00123,DURRANI   M H,34,1,"DURRANI   M H  A 50, KOHI-FIZA  BHOPAL HARYANA",IND
1448,CU1D00124,DEVI MOTORS PRIVATE LIMITED,43,1,DEVI MOTORS PRIVATE LIMITED  BULLA COMPLEX LAMIGTON ROAD HUBLI ,IND
1449,CU1D00125,DSP KNITTING COMPANY,51,1,"DSP KNITTING COMPANY  NO 1,SURYA NAGAR 2ND STREET,BRIDGEWAY COLONY EX TIRUPUR ",IND
1450,CU1D00126,DEWAN ENTERPRISES LIMITED,11,1,DEWAN ENTERPRISES LIMITED  RITHANI DELHI ROAD MEERUT ,IND
1451,CU1D00127,DEIVASIHAMANI,51,1,DEIVASIHAMANI S/O. MAHAKALIAPPA GOUNDER PARAKATTU THOTTAM POOJARIPALAYAM KANDIEN KOVIL TIRUPPUR ,IND
1452,CU1D00129,DEPARTMENT OF AUTOMOC ENERGY,12,2,DEPARTMENT OF AUTOMOC ENERGY DIRECTORATE OF PURCHASE &STORE KOTA REGIONAL PUCHASE UNIT HWP (K) PLANT SITE ANUSHAKTI POST ,IND
1453,CU1E00469,ELECTRO TECH INDUSTRIES,41,1,"ELECTRO TECH INDUSTRIES  NO 18,SOUTH PHASE AMBATTUR INDUSTRIAL ESTATE CHENNAI ",IND
1454,CU1E00471,ESSKAY INDUSTRIES,53,1,"ESSKAY INDUSTRIES  THAYOOR PO VELUR,VIA -KECHERY TRICHUR ",IND
1455,CU1ELGI-P,ELGI EQUIPMENTS LIMITED,51,4,"ELGI EQUIPMENTS LIMITED ENG-DEPT-PROJECTS-R&D  ""ELGI HOUSE"",2,MILL OFFICERS COLONY,B/H LA GAJJAR CHAMBERS,(OLD RBI) OPP TIMES OF INDIA,ASHRAM RD,AHMEDABAD,GUJARAT",IND
1456,CU1F00002,FAIRDEAL AGENCIES,11,1,FAIRDEAL AGENCIES  SWAMI DAYANAND MARG  FAIZABAD ,IND
1457,CU1F00135,"FLECTROMECH ASSAM,",21,1,"FLECTROMECH ASSAM,  A T ROAD  GUWAHATI ",IND
1458,CU1F00136,FAI FILTRI SRL,644,3,FAI FILTRI SRL  VIA STRADA PROVFRAWSE 7   24040 PON TIROLONVOV BARGAME ITALY,IND
1459,CU1F00137,FIAT INDIA LTD,31,1,FIAT INDIA LTD (FORMERLY IND AUTO LTD) OFF:LAL BAHADUR SHASTRA MARA KURLA MUMBAI ,IND
1460,CU1D01619,DIAMONANA ENTERPRISES CO   LTD,636,3,"DIAMONANA ENTERPRISES CO   LTD  NO.277 , LN.120, ZHANGLU RD, CHANGHUA CHANGHUA COUNTRY 50083, TAIWAN (R.O.C)",USD
1461,CU1M03783,MAYNAGURI AGRO TEA PVT LTD,21,1,"MAYNAGURI AGRO TEA PVT LTD  MAL ROAD. MAYNAGURI.  JALPAIGURI, WEST BENGAL - 735224",IND
1462,CU1D01649,DEHRADUN PREMIER MOTORS PVT LTD,11,1,DEHRADUN PREMIER MOTORS PVT LTD BAURARI  NEW TEHRI  ,IND
1463,CU1B02499,BILALA AGRO INDUSTRIES,36,1,"BILALA AGRO INDUSTRIES  KOTHADI BAJAR,AKOLA  DIST.AKOLA MAHARASHTRA",IND
1464,CU1S09026,SBR AUTO COMPONENTS LTD,11,1,"SBR AUTO COMPONENTS LTD  PLOT-07D,SEC-9,IIE SIDCUL, PANTNAGAR, UTTRAKAHAND.",IND
1465,CU1A03806,ARTOCARPUS FOODS PVT LTD,53,1,"ARTOCARPUS FOODS PVT LTD  PLOT NO,F. KINFRA INDUSTRIAL PARK, NADUKANI, THALIPARAMBA-670141",IND
1466,CU1A03882,ANIKA AUTOMOBILES P LTD,43,1,"ANIKA AUTOMOBILES P LTD  S.NO.129/4,HOSPET-BELLARY ROAD SANKALAPUR VILLAGE, HOSPET - 583 201 KARNATAKA",IND
1467,CU1S09275,SUDHA ENTERPRISES,11,1,"SUDHA ENTERPRISES  K-70, SECTOR-3, DSIDC INDUSTRIAL AREA BAWANA  DELHI",IND
1468,CU1P03170,PUNJAB KESARI PUBLISHERS PVT LTD,11,1,"PUNJAB KESARI PUBLISHERS PVT LTD  2, PRINTING PRESS COMPLEX, RING ROAD NEAR DTC DEPOT, WAZIRPUR DELHI",IND
